Transaction ID,Transaction Date,Price,Quantity,Revenue,Product,Customer ID
T100001767,2014-02-01,$26502.83,4,$13678.88,Samtan,A130021
T100001768,2014-03-01,$4743.31,30,$18361.2,Lomina,A198621
T100001769,2014-03-01,$5058.43,32,$20886.4,Lomina,A199921
T100001770,2014-03-01,$1384.85,1,$178.69,Lomina,A197721
T100001771,2014-03-01,$5539.39,4,$2859.04,Lomina,A138521
T100001772,2014-03-01,$1384.85,1,$178.69,Lomina,A130221
T100001773,2014-03-01,$2263.85,13,$3797.43,Lomina,A112321
T100001774,2014-03-01,$3482.85,20,$8988,Lomina,A149221
T100001775,2014-03-01,$4179.42,24,$12942.72,Lomina,A107521
T100001776,2014-03-01,$1567.28,9,$1820.07,Lomina,A197221
T100001777,2014-03-01,$3308.71,19,$8111.67,Lomina,A198121
T100001778,2014-03-01,$2089.71,12,$3235.68,Lomina,A100021
T100001779,2014-03-01,$1915.57,11,$2718.87,Lomina,A120521
T100001780,2014-03-01,$2089.71,12,$3235.68,Lomina,A123921
T100001781,2014-03-01,$1741.43,10,$2247,Lomina,A155621
T100001782,2014-03-01,$2960.42,17,$6493.83,Lomina,A138321
T100001783,2014-03-01,$1915.57,11,$2718.87,Lomina,A147921
T100001784,2014-03-01,$3134.57,18,$7280.28,Lomina,A130021
T100001785,2014-03-01,$1915.57,11,$2718.87,Lomina,A113321
T100001786,2014-03-01,$2089.71,12,$3235.68,Lomina,A100321
T100001787,2014-03-01,$1741.43,10,$2247,Lomina,A141121
T100001788,2014-03-01,$1741.43,10,$2247,Lomina,A130221
T100001789,2014-03-01,$1915.57,11,$2718.87,Lomina,A132821
T100001790,2014-03-01,$3656.99,21,$9909.27,Lomina,A117021
T100001791,2014-03-01,$6012.06,38,$29478.5,Lomina,A196021
T100001792,2014-03-01,$2786.28,16,$5752.32,Lomina,A181521
T100001793,2014-03-01,$1915.57,11,$2718.87,Lomina,A131421
T100001794,2014-03-01,$1393.14,8,$1438.08,Lomina,A199121
T100001795,2014-03-01,$24661.9,156,$496420.08,Lomina,A100021
T100001796,2014-03-01,$3308.71,19,$8111.67,Lomina,A110721
T100001797,2014-03-01,$3308.71,19,$8111.67,Lomina,A160821
T100001798,2014-03-01,$10448.55,60,$80892,Lomina,A121521
T100001799,2014-03-01,$5572.56,32,$23009.28,Lomina,A122321
T100001800,2014-03-01,$2786.28,16,$5752.32,Lomina,A186921
T100001801,2014-03-01,$49332.08,312,$1986014.16,Lomina,A199821
T100001802,2014-03-01,$5050.13,29,$18897.27,Lomina,A199921
T100001803,2014-03-01,$9751.98,56,$70465.92,Lomina,A129421
T100001804,2014-03-01,$7313.99,42,$39637.08,Lomina,A157121
T100001805,2014-03-01,$22961.93,49,$145178.67,Wedicare,A199921
T100001806,2014-03-01,$67194.13,148,$1283191.08,Wedicare,A136821
T100001807,2014-03-01,$68106.3,150,$1318186.5,Wedicare,A176121
T100001808,2014-03-01,$36545.05,78,$367808.22,Wedicare,A108821
T100001809,2014-03-01,$15465.51,33,$65853.15,Wedicare,A199821
T100001810,2014-03-01,$48262.35,103,$641422.2,Wedicare,A164421
T100001811,2014-03-01,$31785.15,70,$287091.7,Wedicare,A132821
T100001812,2014-03-01,$12181.68,26,$40867.58,Wedicare,A181421
T100001813,2014-03-01,$4137.96,10,$5339.3,Wedicare,A157121
T100001814,2014-03-01,$3723.33,9,$4323.87,Wedicare,A189621
T100001815,2014-03-01,$7446.67,18,$17295.48,Wedicare,A176121
T100001816,2014-03-01,$3308.71,8,$3415.44,Wedicare,A113321
T100001817,2014-03-01,$4137.96,10,$5339.3,Wedicare,A165421
T100001818,2014-03-01,$9934.42,24,$30764.64,Wedicare,A181421
T100001819,2014-03-01,$3317,10,$4280,Wedicare,A113321
T100001820,2014-03-01,$2985.3,9,$3466.8,Wedicare,A132821
T100001821,2014-03-01,$1965.32,8,$2028.72,Wedicare,A197221
T100001822,2014-03-01,$2454.58,10,$3167.2,Wedicare,A199921
T100001823,2014-03-01,$2703.36,11,$3837.02,Wedicare,A132721
T100001824,2014-03-01,$3192.61,13,$5355.35,Wedicare,A176121
T100001825,2014-03-01,$2454.58,10,$3167.2,Wedicare,A108821
T100001826,2014-03-01,$5647.19,23,$16759.41,Wedicare,A199821
T100001827,2014-03-01,$2205.81,9,$2561.58,Wedicare,A141121
T100001828,2014-03-01,$5157.94,21,$13976.34,Wedicare,A130221
T100001829,2014-03-01,$2703.36,11,$3837.02,Wedicare,A123521
T100001830,2014-03-01,$62069.36,150,$1201342.5,Wedicare,A157521
T100001831,2014-03-01,$4312.1,13,$7233.2,Wedicare,A113521
T100001832,2014-03-01,$121775.36,264,$4148218.8,Wedicare,A141121
T100001833,2014-03-01,$7446.67,18,$17295.48,Wedicare,A198621
T100001834,2014-03-01,$10755.37,26,$36082.54,Wedicare,A197521
T100001835,2014-03-01,$329502.49,720,$30611844,Wedicare,A123521
T100001836,2014-03-01,$8184.7,22,$23233.98,Tridesta,A199921
T100001837,2014-03-01,$27895.97,75,$269961,Tridesta,A155621
T100001838,2014-03-01,$16361.1,44,$92888.84,Tridesta,A161421
T100001839,2014-03-01,$9669.06,26,$32438.12,Tridesta,A188621
T100001840,2014-03-01,$43519.04,117,$656997.12,Tridesta,A197521
T100001841,2014-03-01,$17480.59,47,$106011.32,Tridesta,A180821
T100001842,2014-03-01,$34214.86,92,$406163.44,Tridesta,A141121
T100001843,2014-03-01,$17853.75,48,$110578.08,Tridesta,A104921
T100001844,2014-03-01,$63968.35,172,$1419684.56,Tridesta,A157121
T100001845,2014-03-01,$23799.48,64,$196537.6,Tridesta,A119121
T100001846,2014-03-01,$39049.38,105,$529056.15,Tridesta,A129421
T100001847,2014-03-01,$6625.71,1,$854.93,Samtan,A198121
T100001848,2014-03-01,$6625.71,1,$854.93,Samtan,A122321
T100001849,2014-03-01,$6625.71,1,$854.93,Samtan,A160021
T100001850,2014-03-01,$6625.71,1,$854.93,Samtan,A157521
T100001851,2014-03-01,$6625.71,1,$854.93,Samtan,A142221
T100001852,2014-03-01,$6625.71,1,$854.93,Samtan,A113521
T100001853,2014-03-01,$13251.42,2,$3419.72,Samtan,A194621
T100001854,2014-03-01,$86134.2,13,$144483.17,Samtan,A197521
T100001855,2014-03-01,$13251.42,2,$3419.72,Samtan,A100021
T100001856,2014-03-01,$66257.08,10,$85493,Samtan,A199921
T100001857,2014-03-01,$13251.42,2,$3419.72,Samtan,A129421
T100001858,2014-03-01,$19877.12,3,$7694.37,Samtan,A176121
T100001859,2014-03-01,$53005.66,8,$54715.52,Samtan,A130021
T100001860,2014-04-01,$5688.66,36,$26424.72,Lomina,A198621
T100001861,2014-04-01,$5531.1,35,$24979.15,Lomina,A199921
T100001862,2014-04-01,$22771.21,144,$423103.68,Lomina,A199821
T100001863,2014-04-01,$1384.85,1,$178.69,Lomina,A157121
T100001864,2014-04-01,$1384.85,1,$178.69,Lomina,A120521
T100001865,2014-04-01,$2769.7,2,$714.76,Lomina,A163621
T100001866,2014-04-01,$4154.54,3,$1608.21,Lomina,A197721
T100001867,2014-04-01,$6924.24,5,$4467.25,Lomina,A138521
T100001868,2014-04-01,$1915.57,11,$2718.87,Lomina,A110721
T100001869,2014-04-01,$1741.43,10,$2247,Lomina,A164921
T100001870,2014-04-01,$2089.71,12,$3235.68,Lomina,A117821
T100001871,2014-04-01,$4005.28,23,$11886.63,Lomina,A149221
T100001872,2014-04-01,$1393.14,8,$1438.08,Lomina,A197221
T100001873,2014-04-01,$3308.71,19,$8111.67,Lomina,A198121
T100001874,2014-04-01,$2089.71,12,$3235.68,Lomina,A100021
T100001875,2014-04-01,$1915.57,11,$2718.87,Lomina,A199921
T100001876,2014-04-01,$1741.43,10,$2247,Lomina,A120521
T100001877,2014-04-01,$1741.43,10,$2247,Lomina,A123921
T100001878,2014-04-01,$2089.71,12,$3235.68,Lomina,A160821
T100001879,2014-04-01,$1567.28,9,$1820.07,Lomina,A132721
T100001880,2014-04-01,$1567.28,9,$1820.07,Lomina,A147921
T100001881,2014-04-01,$1393.14,8,$1438.08,Lomina,A179321
T100001882,2014-04-01,$2089.71,12,$3235.68,Lomina,A122321
T100001883,2014-04-01,$1741.43,10,$2247,Lomina,A186921
T100001884,2014-04-01,$2263.85,13,$3797.43,Lomina,A130221
T100001885,2014-04-01,$4743.31,30,$18361.2,Lomina,A196021
T100001886,2014-04-01,$5215.98,33,$22209.99,Lomina,A158521
T100001887,2014-04-01,$1567.28,9,$1820.07,Lomina,A119121
T100001888,2014-04-01,$6924.24,5,$4467.25,Lomina,A198621
T100001889,2014-04-01,$2769.7,2,$714.76,Lomina,A103121
T100001890,2014-04-01,$4527.71,26,$15189.72,Lomina,A112321
T100001891,2014-04-01,$6269.13,36,$29121.12,Lomina,A157121
T100001892,2014-04-01,$3308.71,19,$8111.67,Lomina,A136821
T100001893,2014-04-01,$3831.14,22,$10875.48,Lomina,A120221
T100001894,2014-04-01,$8060.31,51,$53042.04,Lomina,A103221
T100001895,2014-04-01,$20557.11,130,$344828.9,Lomina,A100021
T100001896,2014-04-01,$11841.69,68,$103901.28,Lomina,A107521
T100001897,2014-04-01,$8707.13,50,$56175,Lomina,A129421
T100001898,2014-04-01,$5746.7,33,$24469.83,Lomina,A113321
T100001899,2014-04-01,$5050.13,29,$18897.27,Lomina,A181421
T100001900,2014-04-01,$12654.36,27,$44086.14,Wedicare,A197221
T100001901,2014-04-01,$30872.98,68,$270885.48,Wedicare,A157121
T100001902,2014-04-01,$24363.37,52,$163470.32,Wedicare,A100021
T100001903,2014-04-01,$47217.5,104,$633628.32,Wedicare,A136821
T100001904,2014-04-01,$52209.58,115,$774722.8,Wedicare,A176121
T100001905,2014-04-01,$14992.84,32,$61905.92,Wedicare,A115521
T100001906,2014-04-01,$45451.19,97,$568872.99,Wedicare,A141121
T100001907,2014-04-01,$49663.78,106,$679272.38,Wedicare,A164421
T100001908,2014-04-01,$32232.95,71,$295295.39,Wedicare,A132821
T100001909,2014-04-01,$29969.1,66,$255220.68,Wedicare,A117021
T100001910,2014-04-01,$4967.21,12,$7691.16,Wedicare,A198621
T100001911,2014-04-01,$4137.96,10,$5339.3,Wedicare,A157121
T100001912,2014-04-01,$9934.42,24,$30764.64,Wedicare,A176121
T100001913,2014-04-01,$4552.58,11,$6461.73,Wedicare,A113321
T100001914,2014-04-01,$4312.1,13,$7233.2,Wedicare,A138521
T100001915,2014-04-01,$2985.3,9,$3466.8,Wedicare,A123521
T100001916,2014-04-01,$3980.4,12,$6163.2,Wedicare,A132821
T100001917,2014-04-01,$2943.84,12,$4558.2,Wedicare,A123421
T100001918,2014-04-01,$3192.61,13,$5355.35,Wedicare,A197221
T100001919,2014-04-01,$2454.58,10,$3167.2,Wedicare,A132721
T100001920,2014-04-01,$5647.19,23,$16759.41,Wedicare,A199821
T100001921,2014-04-01,$4909.16,20,$12668.8,Wedicare,A130221
T100001922,2014-04-01,$5381.83,13,$9027.59,Wedicare,A121221
T100001923,2014-04-01,$104427.45,230,$3099137.3,Wedicare,A108821
T100001924,2014-04-01,$35334.34,77,$351063.79,Wedicare,A197521
T100001925,2014-04-01,$7032.04,17,$15425.12,Wedicare,A197521
T100001926,2014-04-01,$214029.43,464,$12814148.8,Wedicare,A123521
T100001927,2014-04-01,$14876.75,40,$76783.2,Tridesta,A112321
T100001928,2014-04-01,$7065.21,19,$17321.16,Tridesta,A138521
T100001929,2014-04-01,$26038.45,70,$235186,Tridesta,A141121
T100001930,2014-04-01,$6692.05,18,$15542.82,Tridesta,A196021
T100001931,2014-04-01,$18964.95,51,$124801.59,Tridesta,A113521
T100001932,2014-04-01,$49837.93,134,$861713.8,Tridesta,A139021
T100001933,2014-04-01,$20457.6,55,$145182.95,Tridesta,A104921
T100001934,2014-04-01,$33103.66,89,$380158.16,Tridesta,A157121
T100001935,2014-04-01,$36072.38,97,$451486.5,Tridesta,A129421
T100001936,2014-04-01,$6625.71,1,$854.93,Samtan,A100021
T100001937,2014-04-01,$6625.71,1,$854.93,Samtan,A199921
T100001938,2014-04-01,$6625.71,1,$854.93,Samtan,A129421
T100001939,2014-04-01,$6625.71,1,$854.93,Samtan,A138521
T100001940,2014-04-01,$6625.71,1,$854.93,Samtan,A181421
T100001941,2014-04-01,$13251.42,2,$3419.72,Samtan,A111921
T100001942,2014-04-01,$6625.71,1,$854.93,Samtan,A142221
T100001943,2014-04-01,$6625.71,1,$854.93,Samtan,A113521
T100001944,2014-04-01,$19877.12,3,$7694.37,Samtan,A194621
T100001945,2014-04-01,$66257.08,10,$85493,Samtan,A197521
T100001946,2014-04-01,$26502.83,4,$13678.88,Samtan,A176121
T100001947,2014-04-01,$26502.83,4,$13678.88,Samtan,A122321
T100001948,2014-04-01,$33128.54,5,$21373.25,Samtan,A130021
T100001949,2014-05-01,$21660.01,137,$382893.08,Lomina,A199821
T100001950,2014-05-01,$1384.85,1,$178.69,Lomina,A198621
T100001951,2014-05-01,$4154.54,3,$1608.21,Lomina,A199921
T100001952,2014-05-01,$6924.24,5,$4467.25,Lomina,A138521
T100001953,2014-05-01,$1384.85,1,$178.69,Lomina,A130221
T100001954,2014-05-01,$2089.71,12,$3235.68,Lomina,A110721
T100001955,2014-05-01,$1393.14,8,$1438.08,Lomina,A112321
T100001956,2014-05-01,$3831.14,22,$10875.48,Lomina,A149221
T100001957,2014-05-01,$4527.71,26,$15189.72,Lomina,A107521
T100001958,2014-05-01,$1915.57,11,$2718.87,Lomina,A197221
T100001959,2014-05-01,$3308.71,19,$8111.67,Lomina,A198121
T100001960,2014-05-01,$2263.85,13,$3797.43,Lomina,A199921
T100001961,2014-05-01,$1567.28,9,$1820.07,Lomina,A120521
T100001962,2014-05-01,$2263.85,13,$3797.43,Lomina,A136821
T100001962,2014-05-01,$2263.85,15,$3797.43,Lomina,A136821
T100001963,2014-05-01,$1741.43,10,$2247,Lomina,A155621
T100001964,2014-05-01,$1393.14,8,$1438.08,Lomina,A160821
T100001965,2014-05-01,$4179.42,24,$12942.72,Lomina,A138321
T100001966,2014-05-01,$2263.85,13,$3797.43,Lomina,A103121
T100001967,2014-05-01,$5572.56,32,$23009.28,Lomina,A121521
T100001968,2014-05-01,$1741.43,10,$2247,Lomina,A179321
T100001969,2014-05-01,$2263.85,13,$3797.43,Lomina,A130221
T100001970,2014-05-01,$1567.28,9,$1820.07,Lomina,A132821
T100001971,2014-05-01,$1567.28,9,$1820.07,Lomina,A187221
T100001972,2014-05-01,$4113.08,26,$13798.72,Lomina,A103221
T100001973,2014-05-01,$6012.06,38,$29478.5,Lomina,A196021
T100001974,2014-05-01,$5846.21,37,$27910.95,Lomina,A113521
T100001975,2014-05-01,$6169.62,39,$31047.12,Lomina,A194621
T100001976,2014-05-01,$1741.43,10,$2247,Lomina,A119121
T100001977,2014-05-01,$4005.28,23,$11886.63,Lomina,A181521
T100001978,2014-05-01,$1915.57,11,$2718.87,Lomina,A131421
T100001979,2014-05-01,$4353.56,25,$14043.75,Lomina,A117821
T100001980,2014-05-01,$4527.71,26,$15189.72,Lomina,A157121
T100001981,2014-05-01,$6012.06,38,$29478.5,Lomina,A158621
T100001982,2014-05-01,$19288.36,122,$303636.04,Lomina,A100021
T100001983,2014-05-01,$5224.28,30,$20223,Lomina,A181421
T100001984,2014-05-01,$16717.68,96,$207083.52,Lomina,A129421
T100001985,2014-05-01,$15465.51,33,$65853.15,Wedicare,A197721
T100001986,2014-05-01,$46313.61,102,$609546.9,Wedicare,A108821
T100001987,2014-05-01,$15929.89,34,$69885.98,Wedicare,A115521
T100001988,2014-05-01,$53884.67,115,$799578.9,Wedicare,A141121
T100001989,2014-05-01,$34505.09,76,$338372.52,Wedicare,A132821
T100001990,2014-05-01,$15929.89,34,$69885.98,Wedicare,A181421
T100001991,2014-05-01,$3308.71,8,$3415.44,Wedicare,A198621
T100001992,2014-05-01,$8690.54,21,$23548.56,Wedicare,A176121
T100001993,2014-05-01,$4967.21,12,$7691.16,Wedicare,A197521
T100001994,2014-05-01,$4552.58,11,$6461.73,Wedicare,A123521
T100001995,2014-05-01,$4137.96,10,$5339.3,Wedicare,A165421
T100001996,2014-05-01,$10755.37,26,$36082.54,Wedicare,A181421
T100001997,2014-05-01,$2985.3,9,$3466.8,Wedicare,A157121
T100001998,2014-05-01,$3648.7,11,$5178.8,Wedicare,A138521
T100001999,2014-05-01,$3648.7,11,$5178.8,Wedicare,A132821
T100002000,2014-05-01,$1965.32,8,$2028.72,Wedicare,A123421
T100002001,2014-05-01,$2703.36,11,$3837.02,Wedicare,A197221
