Transaction ID,Transaction Date,Price,Quantity,Revenue,Product,Customer ID
T100000041,2012-01-01,$2903.98,64,$185854.72,Tridesta,A113521
T100000042,2012-01-01,$2132.51,47,$100227.97,Tridesta,A104921
T100000043,2012-01-01,$16650.27,367,$6110649.09,Tridesta,A157121
T100000044,2012-01-01,$1905.67,42,$80038.14,Tridesta,A147921
T100000045,2012-01-01,$2495.24,55,$137238.2,Tridesta,A165821
T100000046,2012-01-01,$9073.6,200,$1814720,Tridesta,A131421
T100000047,2012-01-01,$854.93,1,$854.93,Samtan,A199921
T100000048,2012-01-01,$854.93,1,$854.93,Samtan,A129421
T100000049,2012-01-01,$854.93,1,$854.93,Samtan,A103121
T100000050,2012-01-01,$854.93,1,$854.93,Samtan,A131721
T100000051,2012-02-01,$224.7,10,$2247,Lomina,A100321
T100000052,2012-02-01,$494.34,22,$10875.48,Lomina,A103221
T100000053,2012-02-01,$224.7,10,$2247,Lomina,A112321
T100000054,2012-02-01,$269.64,12,$3235.68,Lomina,A113321
T100000055,2012-02-01,$247.17,11,$2718.87,Lomina,A117821
T100000056,2012-02-01,$516.81,23,$11886.63,Lomina,A122321
T100000057,2012-02-01,$426.93,19,$8111.67,Lomina,A123921
T100000058,2012-02-01,$224.7,10,$2247,Lomina,A127221
T100000059,2012-02-01,$561.75,25,$14043.75,Lomina,A130221
T100000060,2012-02-01,$247.17,11,$2718.87,Lomina,A140821
T100000061,2012-02-01,$224.7,10,$2247,Lomina,A141121
T100000062,2012-02-01,$269.64,12,$3235.68,Lomina,A155621
T100000063,2012-02-01,$179.76,8,$1438.08,Lomina,A157121
T100000064,2012-02-01,$763.98,34,$25975.32,Lomina,A160021
T100000065,2012-02-01,$202.23,9,$1820.07,Lomina,A160821
T100000066,2012-02-01,$357.38,2,$714.76,Lomina,A163621
T100000067,2012-02-01,$269.64,12,$3235.68,Lomina,A164921
T100000068,2012-02-01,$449.4,20,$8988,Lomina,A165821
T100000069,2012-02-01,$536.07,3,$1608.21,Lomina,A179321
T100000070,2012-02-01,$516.81,23,$11886.63,Lomina,A179321
T100000071,2012-02-01,$471.87,21,$9909.27,Lomina,A181421
T100000072,2012-02-01,$292.11,13,$3797.43,Lomina,A190821
T100000073,2012-02-01,$247.17,11,$2718.87,Lomina,A198121
T100000074,2012-02-01,$247.17,11,$2718.87,Lomina,A198621
T100000075,2012-02-01,$224.7,10,$2247,Lomina,A199921
T100000076,2012-02-01,$3688.29,61,$224985.69,Wedicare,A199921
T100000077,2012-02-01,$1209.1,20,$24182,Wedicare,A115521
T100000078,2012-02-01,$3514.95,60,$210897,Wedicare,A197521
T100000079,2012-02-01,$9197.72,157,$1444042.04,Wedicare,A123521
T100000080,2012-02-01,$853.86,16,$13661.76,Wedicare,A110721
T100000081,2012-02-01,$4005.01,75,$300375.75,Wedicare,A197221
T100000082,2012-02-01,$480.43,9,$4323.87,Wedicare,A176121
T100000083,2012-02-01,$480.43,9,$4323.87,Wedicare,A108821
T100000084,2012-02-01,$694.43,13,$9027.59,Wedicare,A113321
T100000085,2012-02-01,$4912.37,92,$451938.04,Wedicare,A140821
T100000086,2012-02-01,$8584.61,142,$1219014.62,Wedicare,A141121
T100000087,2012-02-01,$1975.22,37,$73083.14,Wedicare,A129421
T100000088,2012-02-01,$1174.86,22,$25846.92,Wedicare,A197521
T100000089,2012-02-01,$12476.2,275,$3430955,Tridesta,A157121
T100000090,2012-02-01,$1814.72,40,$72588.8,Tridesta,A138321
T100000091,2012-02-01,$1678.83,37,$62116.71,Tridesta,A161421
T100000092,2012-02-01,$816.41,18,$14695.38,Tridesta,A113321
T100000093,2012-02-01,$998.31,22,$21962.82,Tridesta,A196021
T100000094,2012-02-01,$862.42,19,$16385.98,Tridesta,A142221
T100000095,2012-02-01,$3447.54,76,$262013.04,Tridesta,A113521
T100000096,2012-02-01,$2313.34,51,$117980.34,Tridesta,A165821
T100000097,2012-02-01,$5671,125,$708875,Tridesta,A199921
T100000098,2012-02-01,$2495.24,55,$137238.2,Tridesta,A188621
T100000099,2012-02-01,$5806.89,128,$743281.92,Tridesta,A104921
T100000100,2012-02-01,$854.93,1,$854.93,Samtan,A198121
T100000101,2012-02-01,$854.93,1,$854.93,Samtan,A100021
T100000102,2012-02-01,$854.93,1,$854.93,Samtan,A189621
T100000103,2012-02-01,$854.93,1,$854.93,Samtan,A129421
T100000104,2012-02-01,$854.93,1,$854.93,Samtan,A123521
T100000105,2012-03-01,$202.23,9,$1820.07,Lomina,A103221
T100000106,2012-03-01,$179.76,8,$1438.08,Lomina,A112321
T100000107,2012-03-01,$224.7,10,$2247,Lomina,A113321
T100000108,2012-03-01,$224.7,10,$2247,Lomina,A117821
T100000109,2012-03-01,$178.69,1,$178.69,Lomina,A120121
T100000110,2012-03-01,$247.17,11,$2718.87,Lomina,A121521
T100000111,2012-03-01,$1078.56,48,$51770.88,Lomina,A122321
T100000112,2012-03-01,$651.63,29,$18897.27,Lomina,A123921
T100000113,2012-03-01,$269.64,12,$3235.68,Lomina,A127221
T100000114,2012-03-01,$808.92,36,$29121.12,Lomina,A138321
T100000115,2012-03-01,$224.7,10,$2247,Lomina,A140821
T100000116,2012-03-01,$269.64,12,$3235.68,Lomina,A149221
T100000117,2012-03-01,$202.23,9,$1820.07,Lomina,A155621
T100000118,2012-03-01,$966.21,43,$41547.03,Lomina,A157121
T100000119,2012-03-01,$831.39,37,$30761.43,Lomina,A160021
T100000120,2012-03-01,$224.7,10,$2247,Lomina,A164921
T100000121,2012-03-01,$536.07,3,$1608.21,Lomina,A173121
T100000122,2012-03-01,$202.23,9,$1820.07,Lomina,A173121
T100000123,2012-03-01,$247.17,11,$2718.87,Lomina,A179321
T100000124,2012-03-01,$2426.76,108,$262090.08,Lomina,A181421
T100000125,2012-03-01,$269.64,12,$3235.68,Lomina,A186921
T100000126,2012-03-01,$269.64,12,$3235.68,Lomina,A187221
T100000127,2012-03-01,$449.4,20,$8988,Lomina,A188621
T100000128,2012-03-01,$202.23,9,$1820.07,Lomina,A198121
T100000129,2012-03-01,$3930.11,65,$255457.15,Wedicare,A199921
T100000130,2012-03-01,$2237.37,37,$82782.69,Wedicare,A197721
T100000131,2012-03-01,$7439.71,127,$944843.17,Wedicare,A176121
T100000132,2012-03-01,$3325.56,55,$182905.8,Wedicare,A164421
T100000133,2012-03-01,$640.93,12,$7691.16,Wedicare,A198621
T100000134,2012-03-01,$480.43,9,$4323.87,Wedicare,A113321
T100000135,2012-03-01,$426.93,8,$3415.44,Wedicare,A197521
T100000136,2012-03-01,$6621.16,124,$821023.84,Wedicare,A140821
T100000137,2012-03-01,$12237.59,204,$2496468.36,Wedicare,A123521
T100000138,2012-03-01,$11426.53,189,$2159614.17,Wedicare,A141121
T100000139,2012-03-01,$15003.54,281,$4215994.74,Wedicare,A197221
T100000140,2012-03-01,$907.36,20,$18147.2,Tridesta,A120121
T100000141,2012-03-01,$952.3,21,$19998.3,Tridesta,A136821
T100000142,2012-03-01,$952.3,21,$19998.3,Tridesta,A147921
T100000143,2012-03-01,$952.3,21,$19998.3,Tridesta,A100321
T100000144,2012-03-01,$907.36,20,$18147.2,Tridesta,A188621
T100000145,2012-03-01,$4083.12,90,$367480.8,Tridesta,A197521
T100000146,2012-03-01,$816.41,18,$14695.38,Tridesta,A180821
T100000147,2012-03-01,$2903.98,64,$185854.72,Tridesta,A141121
T100000148,2012-03-01,$227.91,5,$1139.55,Tridesta,A160021
T100000149,2012-03-01,$816.41,18,$14695.38,Tridesta,A196021
T100000150,2012-03-01,$1542.94,34,$52459.96,Tridesta,A119121
T100000151,2012-03-01,$3220.7,71,$228669.7,Tridesta,A129421
T100000152,2012-03-01,$4354.9,96,$418070.4,Tridesta,A104921
T100000153,2012-03-01,$5626.06,124,$697631.44,Tridesta,A131421
T100000154,2012-03-01,$854.93,1,$854.93,Samtan,A198121
T100000155,2012-03-01,$854.93,1,$854.93,Samtan,A199921
T100000156,2012-03-01,$854.93,1,$854.93,Samtan,A189621
T100000157,2012-03-01,$854.93,1,$854.93,Samtan,A130021
T100000158,2012-03-01,$854.93,1,$854.93,Samtan,A129421
T100000159,2012-03-01,$3419.72,4,$13678.88,Samtan,A197521
T100000160,2012-03-01,$854.93,1,$854.93,Samtan,A181521
T100000161,2012-03-01,$854.93,1,$854.93,Samtan,A121221
T100000162,2012-04-01,$516.81,23,$11886.63,Lomina,A103221
T100000163,2012-04-01,$202.23,9,$1820.07,Lomina,A103521
T100000164,2012-04-01,$202.23,9,$1820.07,Lomina,A112321
T100000165,2012-04-01,$292.11,13,$3797.43,Lomina,A113321
T100000166,2012-04-01,$1505.49,67,$100867.83,Lomina,A117021
T100000167,2012-04-01,$224.7,10,$2247,Lomina,A117821
T100000168,2012-04-01,$224.7,10,$2247,Lomina,A120121
T100000169,2012-04-01,$1101.03,49,$53950.47,Lomina,A122321
T100000170,2012-04-01,$516.81,23,$11886.63,Lomina,A123921
T100000171,2012-04-01,$202.23,9,$1820.07,Lomina,A127221
T100000172,2012-04-01,$202.23,9,$1820.07,Lomina,A130221
T100000173,2012-04-01,$202.23,9,$1820.07,Lomina,A132821
T100000174,2012-04-01,$202.23,9,$1820.07,Lomina,A140821
T100000175,2012-04-01,$292.11,13,$3797.43,Lomina,A149221
T100000176,2012-04-01,$224.7,10,$2247,Lomina,A155621
T100000177,2012-04-01,$224.7,10,$2247,Lomina,A157121
T100000178,2012-04-01,$561.75,25,$14043.75,Lomina,A160021
T100000179,2012-04-01,$202.23,9,$1820.07,Lomina,A179321
T100000180,2012-04-01,$357.38,2,$714.76,Lomina,A181421
T100000181,2012-04-01,$1145.97,51,$58444.47,Lomina,A181421
T100000182,2012-04-01,$224.7,10,$2247,Lomina,A198121
T100000183,2012-04-01,$786.45,35,$27525.75,Lomina,A198621
T100000184,2012-04-01,$1450.92,24,$34822.08,Wedicare,A122321
T100000185,2012-04-01,$3105.14,53,$164572.42,Wedicare,A197521
T100000186,2012-04-01,$3869.12,64,$247623.68,Wedicare,A141121
T100000187,2012-04-01,$3567.38,59,$210475.42,Wedicare,A164421
T100000188,2012-04-01,$480.43,9,$4323.87,Wedicare,A198621
T100000189,2012-04-01,$533.93,10,$5339.3,Wedicare,A113321
T100000190,2012-04-01,$640.93,12,$7691.16,Wedicare,A197521
T100000191,2012-04-01,$5232.3,98,$512765.4,Wedicare,A140821
T100000192,2012-04-01,$75454.26,1288,$97185086.88,Wedicare,A123521
T100000193,2012-04-01,$4083.12,90,$367480.8,Tridesta,A199921
T100000194,2012-04-01,$2223.46,49,$108949.54,Tridesta,A138321
T100000195,2012-04-01,$816.41,18,$14695.38,Tridesta,A147921
T100000196,2012-04-01,$998.31,22,$21962.82,Tridesta,A113321
T100000197,2012-04-01,$1089.26,24,$26142.24,Tridesta,A188621
T100000198,2012-04-01,$5262.26,116,$610422.16,Tridesta,A197521
T100000199,2012-04-01,$816.41,18,$14695.38,Tridesta,A138521
T100000200,2012-04-01,$4354.9,96,$418070.4,Tridesta,A141121
T100000201,2012-04-01,$227.91,5,$1139.55,Tridesta,A160021
T100000202,2012-04-01,$1089.26,24,$26142.24,Tridesta,A190121
T100000203,2012-04-01,$1134.2,25,$28355,Tridesta,A165821
T100000204,2012-04-01,$2540.18,56,$142250.08,Tridesta,A131421
T100000205,2012-04-01,$2767.02,61,$168788.22,Tridesta,A113521
T100000206,2012-04-01,$3220.7,71,$228669.7,Tridesta,A129421
T100000207,2012-04-01,$6714.25,148,$993709,Tridesta,A104921
T100000208,2012-04-01,$854.93,1,$854.93,Samtan,A199921
T100000209,2012-04-01,$854.93,1,$854.93,Samtan,A130021
T100000210,2012-04-01,$854.93,1,$854.93,Samtan,A129421
T100000211,2012-04-01,$854.93,1,$854.93,Samtan,A103121
T100000212,2012-04-01,$3419.72,4,$13678.88,Samtan,A197521
T100000213,2012-04-01,$854.93,1,$854.93,Samtan,A113521
T100000214,2012-04-01,$1709.86,2,$3419.72,Samtan,A123521
T100000215,2012-05-01,$651.63,29,$18897.27,Lomina,A103221
T100000216,2012-05-01,$202.23,9,$1820.07,Lomina,A103521
T100000217,2012-05-01,$536.07,3,$1608.21,Lomina,A105221
T100000218,2012-05-01,$269.64,12,$3235.68,Lomina,A113321
T100000219,2012-05-01,$292.11,13,$3797.43,Lomina,A117821
T100000220,2012-05-01,$247.17,11,$2718.87,Lomina,A120121
T100000221,2012-05-01,$741.51,33,$24469.83,Lomina,A121521
T100000222,2012-05-01,$359.52,16,$5752.32,Lomina,A123921
T100000223,2012-05-01,$224.7,10,$2247,Lomina,A127221
T100000224,2012-05-01,$404.46,18,$7280.28,Lomina,A130221
T100000225,2012-05-01,$426.93,19,$8111.67,Lomina,A131921
T100000226,2012-05-01,$178.69,1,$178.69,Lomina,A138321
T100000227,2012-05-01,$247.17,11,$2718.87,Lomina,A140821
T100000228,2012-05-01,$269.64,12,$3235.68,Lomina,A141121
T100000229,2012-05-01,$1101.03,49,$53950.47,Lomina,A149221
T100000230,2012-05-01,$1168.44,52,$60758.88,Lomina,A157121
T100000231,2012-05-01,$269.64,12,$3235.68,Lomina,A160021
T100000232,2012-05-01,$292.11,13,$3797.43,Lomina,A160821
T100000233,2012-05-01,$357.38,2,$714.76,Lomina,A163621
T100000234,2012-05-01,$179.76,8,$1438.08,Lomina,A164921
T100000235,2012-05-01,$1370.67,61,$83610.87,Lomina,A165821
T100000236,2012-05-01,$224.7,10,$2247,Lomina,A179321
T100000237,2012-05-01,$763.98,34,$25975.32,Lomina,A181421
T100000238,2012-05-01,$269.64,12,$3235.68,Lomina,A187221
T100000239,2012-05-01,$179.76,8,$1438.08,Lomina,A197521
T100000240,2012-05-01,$292.11,13,$3797.43,Lomina,A198121
T100000241,2012-05-01,$179.76,8,$1438.08,Lomina,A198621
T100000242,2012-05-01,$494.34,22,$10875.48,Lomina,A199921
T100000243,2012-05-01,$6151.43,105,$645900.15,Wedicare,A130021
T100000244,2012-05-01,$3632.65,62,$225224.3,Wedicare,A197521
T100000245,2012-05-01,$2358.28,39,$91972.92,Wedicare,A140821
T100000246,2012-05-01,$4413.75,73,$322203.75,Wedicare,A164421
T100000247,2012-05-01,$587.43,11,$6461.73,Wedicare,A157121
T100000248,2012-05-01,$480.43,9,$4323.87,Wedicare,A129421
T100000249,2012-05-01,$1067.86,20,$21357.2,Wedicare,A176121
T100000250,2012-05-01,$587.43,11,$6461.73,Wedicare,A197521
T100000251,2012-05-01,$379.85,12,$4558.2,Wedicare,A199921
T100000252,2012-05-01,$694.43,13,$9027.59,Wedicare,A113521
T100000253,2012-05-01,$6469.22,107,$692206.54,Wedicare,A141121
T100000254,2012-05-01,$12068.53,206,$2486117.18,Wedicare,A123521
T100000255,2012-05-01,$538.21,17,$9149.57,Wedicare,A123521
T100000256,2012-05-01,$907.36,20,$18147.2,Tridesta,A120121
T100000257,2012-05-01,$44.94,1,$44.94,Tridesta,A123921
T100000258,2012-05-01,$907.36,20,$18147.2,Tridesta,A129421
T100000259,2012-05-01,$1950.61,43,$83876.23,Tridesta,A199421
T100000260,2012-05-01,$998.31,22,$21962.82,Tridesta,A140821
T100000261,2012-05-01,$998.31,22,$21962.82,Tridesta,A196021
T100000262,2012-05-01,$2132.51,47,$100227.97,Tridesta,A119121
T100000263,2012-05-01,$9527.28,210,$2000728.8,Tridesta,A199921
T100000264,2012-05-01,$1678.83,37,$62116.71,Tridesta,A180821
T100000265,2012-05-01,$5081.43,112,$569120.16,Tridesta,A141121
T100000266,2012-05-01,$7621.61,168,$1280430.48,Tridesta,A104921
T100000267,2012-05-01,$2813.03,62,$174407.86,Tridesta,A188621
T100000268,2012-05-01,$11115.16,245,$2723214.2,Tridesta,A131421
T100000269,2012-05-01,$854.93,1,$854.93,Samtan,A105221
T100000270,2012-05-01,$854.93,1,$854.93,Samtan,A199921
T100000271,2012-05-01,$854.93,1,$854.93,Samtan,A129421
T100000272,2012-05-01,$854.93,1,$854.93,Samtan,A121221
T100000273,2012-06-01,$269.64,12,$3235.68,Lomina,A100021
T100000274,2012-06-01,$202.23,9,$1820.07,Lomina,A103521
T100000275,2012-06-01,$247.17,11,$2718.87,Lomina,A112321
T100000276,2012-06-01,$247.17,11,$2718.87,Lomina,A113321
T100000277,2012-06-01,$471.87,21,$9909.27,Lomina,A117021
T100000278,2012-06-01,$202.23,9,$1820.07,Lomina,A117821
T100000279,2012-06-01,$224.7,10,$2247,Lomina,A120121
T100000280,2012-06-01,$876.33,39,$34176.87,Lomina,A122321
T100000281,2012-06-01,$494.34,22,$10875.48,Lomina,A123921
T100000282,2012-06-01,$292.11,13,$3797.43,Lomina,A127221
T100000283,2012-06-01,$449.4,20,$8988,Lomina,A130221
T100000284,2012-06-01,$269.64,12,$3235.68,Lomina,A132821
T100000285,2012-06-01,$224.7,10,$2247,Lomina,A138321
T100000286,2012-06-01,$426.93,19,$8111.67,Lomina,A141121
T100000287,2012-06-01,$561.75,25,$14043.75,Lomina,A147921
T100000288,2012-06-01,$516.81,23,$11886.63,Lomina,A149221
T100000289,2012-06-01,$943.74,42,$39637.08,Lomina,A157121
T100000290,2012-06-01,$247.17,11,$2718.87,Lomina,A157521
T100000291,2012-06-01,$536.07,3,$1608.21,Lomina,A163621
T100000292,2012-06-01,$179.76,8,$1438.08,Lomina,A174821
T100000293,2012-06-01,$179.76,8,$1438.08,Lomina,A179321
T100000294,2012-06-01,$1072.14,6,$6432.84,Lomina,A181421
T100000295,2012-06-01,$876.33,39,$34176.87,Lomina,A181421
T100000296,2012-06-01,$224.7,10,$2247,Lomina,A190121
T100000297,2012-06-01,$561.75,25,$14043.75,Lomina,A198121
T100000298,2012-06-01,$269.64,12,$3235.68,Lomina,A199921
T100000299,2012-06-01,$3143.66,52,$163470.32,Wedicare,A117821
T100000300,2012-06-01,$4655.57,77,$358478.89,Wedicare,A199921
T100000301,2012-06-01,$2176.38,36,$78349.68,Wedicare,A197721
T100000302,2012-06-01,$533.93,10,$5339.3,Wedicare,A198621
T100000303,2012-06-01,$694.43,13,$9027.59,Wedicare,A197521
T100000304,2012-06-01,$587.43,11,$6461.73,Wedicare,A130221
T100000305,2012-06-01,$587.43,11,$6461.73,Wedicare,A190121
T100000306,2012-06-01,$379.85,12,$4558.2,Wedicare,A123521
T100000307,2012-06-01,$694.43,13,$9027.59,Wedicare,A113521
T100000308,2012-06-01,$8221.88,136,$1118175.68,Wedicare,A141121
T100000309,2012-06-01,$1950.61,43,$83876.23,Tridesta,A138321
T100000310,2012-06-01,$862.42,19,$16385.98,Tridesta,A113321
T100000311,2012-06-01,$4718.7,104,$490744.8,Tridesta,A197521
T100000312,2012-06-01,$862.42,19,$16385.98,Tridesta,A180821
T100000313,2012-06-01,$725.46,16,$11607.36,Tridesta,A165821
T100000314,2012-06-01,$816.41,18,$14695.38,Tridesta,A196021
T100000315,2012-06-01,$3175.76,70,$222303.2,Tridesta,A131421
T100000316,2012-06-01,$3039.87,67,$203671.29,Tridesta,A113521
T100000317,2012-06-01,$6805.2,150,$1020780,Tridesta,A139021
T100000318,2012-06-01,$4581.74,101,$462755.74,Tridesta,A157121
T100000319,2012-06-01,$1769.78,39,$69021.42,Tridesta,A188621
T100000320,2012-06-01,$2404.29,53,$127427.37,Tridesta,A119121
T100000321,2012-06-01,$4763.64,105,$500182.2,Tridesta,A129421
T100000322,2012-06-01,$11386.94,251,$2858121.94,Tridesta,A104921
T100000323,2012-06-01,$854.93,1,$854.93,Samtan,A198121
T100000324,2012-06-01,$854.93,1,$854.93,Samtan,A199921
T100000325,2012-06-01,$854.93,1,$854.93,Samtan,A189621
T100000326,2012-06-01,$854.93,1,$854.93,Samtan,A130021
T100000327,2012-06-01,$854.93,1,$854.93,Samtan,A129421
T100000328,2012-06-01,$854.93,1,$854.93,Samtan,A111921
T100000329,2012-06-01,$1709.86,2,$3419.72,Samtan,A123521
T100000330,2012-07-01,$449.4,20,$8988,Lomina,A103221
T100000331,2012-07-01,$247.17,11,$2718.87,Lomina,A112321
T100000332,2012-07-01,$179.76,8,$1438.08,Lomina,A113321
T100000333,2012-07-01,$516.81,23,$11886.63,Lomina,A117021
T100000334,2012-07-01,$516.81,23,$11886.63,Lomina,A117821
T100000335,2012-07-01,$292.11,13,$3797.43,Lomina,A119121
T100000336,2012-07-01,$292.11,13,$3797.43,Lomina,A120121
T100000337,2012-07-01,$224.7,10,$2247,Lomina,A121521
T100000338,2012-07-01,$224.7,10,$2247,Lomina,A122321
T100000339,2012-07-01,$629.16,28,$17616.48,Lomina,A123921
T100000340,2012-07-01,$292.11,13,$3797.43,Lomina,A130221
T100000341,2012-07-01,$202.23,9,$1820.07,Lomina,A131421
T100000342,2012-07-01,$202.23,9,$1820.07,Lomina,A132821
T100000343,2012-07-01,$202.23,9,$1820.07,Lomina,A138321
T100000344,2012-07-01,$178.69,1,$178.69,Lomina,A138521
T100000345,2012-07-01,$202.23,9,$1820.07,Lomina,A140821
T100000346,2012-07-01,$471.87,21,$9909.27,Lomina,A141121
T100000347,2012-07-01,$404.46,18,$7280.28,Lomina,A149221
T100000348,2012-07-01,$224.7,10,$2247,Lomina,A155621
T100000349,2012-07-01,$449.4,20,$8988,Lomina,A157121
T100000350,2012-07-01,$979.05,48,$46994.4,Lomina,A160021
T100000351,2012-07-01,$1168.44,52,$60758.88,Lomina,A160021
T100000352,2012-07-01,$357.38,2,$714.76,Lomina,A163621
T100000353,2012-07-01,$269.64,12,$3235.68,Lomina,A164921
T100000354,2012-07-01,$1056.09,47,$49636.23,Lomina,A165821
T100000355,2012-07-01,$202.23,9,$1820.07,Lomina,A173121
T100000356,2012-07-01,$202.23,9,$1820.07,Lomina,A179321
T100000357,2012-07-01,$494.34,22,$10875.48,Lomina,A181421
T100000358,2012-07-01,$224.7,10,$2247,Lomina,A187221
T100000359,2012-07-01,$719.04,32,$23009.28,Lomina,A198121
T100000360,2012-07-01,$292.11,13,$3797.43,Lomina,A198621
T100000361,2012-07-01,$3573.8,61,$218001.8,Wedicare,A199921
T100000362,2012-07-01,$3105.14,53,$164572.42,Wedicare,A199421
T100000363,2012-07-01,$4452.27,76,$338372.52,Wedicare,A197521
T100000364,2012-07-01,$1571.83,26,$40867.58,Wedicare,A140821
T100000365,2012-07-01,$3143.66,52,$163470.32,Wedicare,A141121
T100000366,2012-07-01,$426.93,8,$3415.44,Wedicare,A197221
T100000367,2012-07-01,$587.43,11,$6461.73,Wedicare,A174821
T100000368,2012-07-01,$587.43,11,$6461.73,Wedicare,A113321
T100000369,2012-07-01,$480.43,9,$4323.87,Wedicare,A197521
T100000370,2012-07-01,$646.28,8,$5170.24,Wedicare,A199921
T100000371,2012-07-01,$379.85,12,$4558.2,Wedicare,A199921
T100000372,2012-07-01,$411.95,13,$5355.35,Wedicare,A123521
T100000373,2012-07-01,$1179.14,26,$30657.64,Tridesta,A120121
T100000374,2012-07-01,$1043.25,23,$23994.75,Tridesta,A123921
T100000375,2012-07-01,$907.36,20,$18147.2,Tridesta,A136821
T100000376,2012-07-01,$862.42,19,$16385.98,Tridesta,A113321
T100000377,2012-07-01,$5580.05,123,$686346.15,Tridesta,A173121
T100000378,2012-07-01,$952.3,21,$19998.3,Tridesta,A188621
T100000379,2012-07-01,$5172.38,114,$589651.32,Tridesta,A197521
T100000380,2012-07-01,$3584.5,79,$283175.5,Tridesta,A141121
T100000381,2012-07-01,$1043.25,23,$23994.75,Tridesta,A190821
T100000382,2012-07-01,$771.47,17,$13114.99,Tridesta,A196021
T100000383,2012-07-01,$1814.72,40,$72588.8,Tridesta,A119121
T100000384,2012-07-01,$2495.24,55,$137238.2,Tridesta,A105321
T100000385,2012-07-01,$2404.29,53,$127427.37,Tridesta,A131421
T100000386,2012-07-01,$4990.48,110,$548952.8,Tridesta,A157121
T100000387,2012-07-01,$2903.98,64,$185854.72,Tridesta,A180821
T100000388,2012-07-01,$3357.66,74,$248466.84,Tridesta,A104921
T100000389,2012-07-01,$854.93,1,$854.93,Samtan,A100021
T100000390,2012-07-01,$854.93,1,$854.93,Samtan,A130021
T100000391,2012-07-01,$854.93,1,$854.93,Samtan,A129421
T100000392,2012-07-01,$1709.86,2,$3419.72,Samtan,A199921
T100000393,2012-08-01,$561.75,25,$14043.75,Lomina,A103221
T100000394,2012-08-01,$202.23,9,$1820.07,Lomina,A103521
T100000395,2012-08-01,$247.17,11,$2718.87,Lomina,A112321
T100000396,2012-08-01,$426.93,19,$8111.67,Lomina,A113321
T100000397,2012-08-01,$516.81,23,$11886.63,Lomina,A117021
T100000398,2012-08-01,$449.4,20,$8988,Lomina,A117821
T100000399,2012-08-01,$247.17,11,$2718.87,Lomina,A120121
T100000400,2012-08-01,$1595.37,71,$113271.27,Lomina,A121521
T100000401,2012-08-01,$584.22,26,$15189.72,Lomina,A122321
T100000402,2012-08-01,$1145.97,51,$58444.47,Lomina,A123921
T100000403,2012-08-01,$247.17,11,$2718.87,Lomina,A127221
T100000404,2012-08-01,$202.23,9,$1820.07,Lomina,A130221
